searge,name,side,desc
func_180195_a,apply,2,
func_180199_c,isJsonObjectBooleanField,0,
func_180200_a,apply,2,
func_180202_a,apply,2,
func_180235_c,removeBlock,2,Removes a block and triggers the appropriate events\n \n@param pos The coordinates for the block to remove
func_180236_a,activateBlockOrUseItem,2,"Activate the clicked on block, otherwise use the held item.\n \n@param pos The block's coordinates\n@param side The side of the block that was clicked on"
func_180237_b,tryHarvestBlock,2,Attempts to harvest a block\n \n@param pos The coordinates of the block
func_180238_e,cancelDestroyingBlock,2,Stops the block breaking process
func_180242_a,applyLiving,2,
func_180244_a,markBlockForUpdate,2,
func_180246_b,getPosition,0,
func_180254_e,getType,2,
func_180255_c,getInt,2,
func_180262_a,addGameRule,2,
func_180263_c,getInt,2,
func_180264_a,areSameType,2,
func_180266_a,placeInPortal,2,
func_180267_a,canCreatureTypeSpawnAtLocation,2,
func_180276_a,getBiomeFromBiomeList,2,
func_180277_d,createMutatedBiome,2,
func_180283_a,getColorAtPos,0,
func_180286_a,getGrassColorAtPos,0,
func_180287_b,getFoliageColorAtPos,0,
func_180288_c,getWaterColorAtPos,0,
func_180292_a,decorate,2,
func_180302_a,addRecipe,2,Adds an IRecipe to the list of crafting recipes.\n \n@param recipe A recipe that will be added to the recipe list.
func_180304_c,getLocationNames,2,"Generates an array of strings, which represent a list of all the enchantment ResourceLocation's."
func_180305_b,getEnchantmentByLocation,2,Retrieves an enchantment by using its location name.
func_180306_c,getEnchantmentById,2,"Retrieves an Enchantment from the enchantmentsList\n \n@param enchID The numeric ID, used to represent an enchantment."
func_180318_b,getDepthStriderModifier,2,Returns the level of the Depth Strider enchantment.\n \n@param player The player being checked.
func_180319_a,getRespiration,2,Returns the 'Water Breathing' modifier of enchantments on player equipped armors.\n \n@param player The player being checked.
func_180320_f,getMaxTradeUses,2,
func_180321_e,getToolUses,2,
func_180322_j,getRewardsExp,2,
func_180328_a,getPosition,2,
func_180330_f,getZEnd,2,Get the last world Z coordinate that belongs to this Chunk
func_180331_a,getBlock,2,Get the World coordinates of the Block with the given Chunk coordinates relative to this chunk\n \n@param x X coordinate of the Block in this chunk (0-15)\n@param y Y coordinate of the Block\n@param z Z coordinate of the Block in this chunk (0-15)
func_180332_e,getXEnd,2,Get the last world X coordinate that belongs to this Chunk
func_180333_d,getZStart,2,Get the first world Z coordinate that belongs to this Chunk
func_180334_c,getXStart,2,Get the first world X coordinate that belongs to this Chunk
func_180344_a,apply,2,
func_180346_a,getBlock,2,
func_180350_a,apply,2,
func_180354_a,apply,2,
func_180359_a,hasRailAt,2,
func_180362_b,getBlockState,2,
func_180383_a,getRegisteredBlock,2,Returns the Block in the blockRegistry with the specified name.
func_180416_a,apply,2,
func_180425_c,getPosition,2,
func_180428_a,getExplosionResistance,2,Explosion resistance of a block relative to this entity
func_180429_a,playStepSound,2,
func_180430_e,fall,2,
func_180431_b,isEntityInvulnerable,2,
func_180432_n,copyDataFromOld,2,Prepares this entity in new dimension by copying NBT data from entity in old dimension
func_180436_i,enableLightmap,0,
func_180437_a,renderCloudsCheck,0,
func_180438_a,getNightVisionBrightness,0,
func_180439_a,playAusSFX,2,
func_180440_a,broadcastSound,2,
func_180441_b,sendBlockBreakProgress,2,
func_180442_a,spawnParticle,2,
func_180443_s,preRenderDamagedBlocks,0,
func_180444_a,renderStars,0,
func_180445_c,renderCloudsFancy,0,
func_180446_a,renderEntities,0,
func_180447_b,renderClouds,0,
func_180448_r,renderSkyEnd,0,
func_180449_a,renderWorldBorder,0,
func_180450_b,renderItemAndEffectIntoGUI,0,
func_180451_a,renderEffect,0,
func_180452_a,setupGuiTransform,0,
func_180453_a,renderItemOverlayIntoGUI,0,Renders the stack size and/or damage bar for the given ItemStack.
func_180454_a,renderItem,0,
func_180455_b,renderString,0,"Render single line string by setting GL color, current (posX,posY), and calling renderStringAtPos()"
func_180456_s,getMinecartType,2,
func_180457_u,getDefaultDisplayTile,2,
func_180459_n,moveDerailedMinecart,2,Moves a minecart that is not attached to a rail
func_180461_b,canExtractItem,2,"Returns true if automation can extract the given item in the given slot from the given side. Args: slot, item, side"
func_180462_a,canInsertItem,2,"Returns true if automation can insert the given item in the given slot from the given side. Args: slot, item, side"
func_180463_a,getSlotsForFace,2,
func_180464_a,handleEnableCompression,2,
func_180465_a,moveTowards,2,
func_180467_a,getBedSpawnLocation,2,Return null if bed is invalid\n \n@param forceSpawn Spawn at bed location even if bed is missing.
func_180468_a,displayGui,2,
func_180469_a,trySleep,2,
func_180470_cg,getBedLocation,2,
func_180471_a,getToolDigEfficiency,2,Block hardness will be further counted in net/minecraft/block/Block.getPlayerRelativeBlockHardness
func_180472_a,displayVillagerTradeGui,2,
func_180473_a,setSpawnPoint,2,
func_180478_c,renderStreamIndicator,0,
func_180479_a,renderTooltip,0,
func_180492_cm,getOwnerEntity,2,
func_180494_b,getBiomeGenForCoords,2,
func_180495_p,getBlockState,2,
func_180496_d,notifyBlockOfStateChange,2,
func_180498_a,playAuxSFXAtEntity,2,
func_180499_a,getStrongholdPos,2,
func_180500_c,checkLightFor,2,
func_180501_a,setBlockState,2,
func_180502_D,isBlockinHighHumidity,2,
func_180505_a,spawnParticle,2,Spawns the desired particle and sends the necessary packets to the relevant connected players.\n \n@param xOffset The offset along the x axis to spread the particle across\n@param yOffset The offset along the y axis to spread the particle across\n@param zOffset The offset along the z axis to spread the particle across
func_180506_a,getTabCompletions,2,
func_180507_a_,setResourcePack,2,
func_180509_L,getTwitchDetails,0,
func_180510_a,drawSplashScreen,0,
func_180513_a,getStrongholdGen,2,
func_180514_a,recreateStructures,2,
func_180518_a,setBlocksInChunk,2,
func_180521_a,skinAvailable,0,
func_180522_a,getCoordinateInfo,2,
func_180523_a,addBlockInfo,2,
func_180524_a,getTabCompletionOptions,2,
func_180525_a,addTabCompletionOptions,2,
func_180526_a,parseDouble,2,
func_180527_d,parseBoolean,2,
func_180528_a,parseInt,2,
func_180530_a,join,2,
func_180531_e,getDifficultyFromCommand,2,
func_180532_a,addBlockHitEffects,0,Adds block hit particles for the specified block\n \n@param pos The block's coordinates\n@param side The side the block was hit from
func_180535_a,renderTileEntityAt,0,
func_180536_a,renderBeacon,0,"Renders the TileEntityBeacon, including the beam segments."
func_180539_a,renderMobSpawnerTileEntity,0,Render the rotating mob inside the spawner
func_180542_a,renderTileEntitySkull,0,
func_180543_a,renderSkull,0,
func_180545_a,renderTileEntityBanner,0,
func_180546_a,renderTileEntity,0,
func_180547_a,normalize,0,
func_180548_c,bindEntityTexture,0,
func_180550_a,getEntityTexture,0,
func_180551_a,doRender,0,
func_180552_a,doRender,0,
func_180553_a,getEntityTexture,0,
func_180554_a,getEnderCrystalTextures,0,
func_180555_a,getTexture,0,
func_180557_a,doRender,0,
func_180566_a,getEntityTexture,0,
func_180567_a,preRenderCallback,0,
func_180574_a,drawRechargeRay,0,Draws the ray from the dragon to it's crystal
func_180585_a,preRenderCallback,0,
func_180586_a,getEntityTexture,0,
func_180597_a,cacheActiveRenderInfo,0,
func_180598_a,loadSprite,0,
func_180599_n,updateAnimationInterpolated,0,
func_180600_a,allocateTextureImpl,0,
func_180603_b,getIntegratedServerInstance,0,
func_180604_b,getEntry,0,
func_180608_a,getCenter,2,
func_180609_b,addDoorsAround,2,
func_180614_a,onItemUse,2,Called when a Block is right-clicked with this Item\n \n@param pos The block being right-clicked\n@param side The side being right-clicked
func_180615_a,tryPlace,2,
func_180616_a,tryPlaceContainedLiquid,2,
func_180617_a,spawnBonemealParticles,0,
func_180618_a,attachToFence,2,
func_180619_a,getCenterBlock,2,Get the coordinates of the Block in the center of this chunk with the given Y coordinate\n \n@param y Y coordinate
func_180620_b,placeInExistingPortal,2,
func_180621_a,getRandomChunkPosition,2,
func_180622_a,genTerrainBlocks,2,
func_180623_a,pickRandomFlower,2,
func_180624_a,decorate,2,
func_180625_c,getFoliageColorAtPos,0,
func_180626_a,getFloatTemperature,2,Gets a floating point representation of this biome's temperature\n \n@param pos The coordinates for a block in the biome
func_180627_b,getGrassColorAtPos,0,
func_180628_b,generateBiomeTerrain,2,
func_180630_a,findBiomePosition,2,
func_180631_a,getBiomeGenerator,2,Returns the biome generator
func_180632_j,setDefaultState,2,
func_180633_a,onBlockPlacedBy,2,
func_180634_a,onEntityCollidedWithBlock,2,Called When an Entity Collided with the Block
func_180635_a,spawnAsEntity,2,Spawns the given ItemStack as an EntityItem into the World at the given position
func_180636_a,collisionRayTrace,2,Ray traces through the blocks collision from start vector to end vector returning a ray trace hit.\n \n@param start The start vector\n@param end The end vector
func_180637_b,dropXpOnBlockBreak,2,Spawns the given amount of experience into the World as XP orb entities\n \n@param amount The amount of XP to spawn
func_180638_a,addCollisionBoxesToList,2,Add all collision boxes of this Block to the list that intersect with the given mask.\n \n@param collidingEntity the Entity colliding with this Block
func_180639_a,onBlockActivated,2,
func_180640_a,getCollisionBoundingBox,2,
func_180641_l,getComparatorInputOverride,2,
func_180642_a,onBlockPlaced,2,
func_180643_i,createStackedBlock,2,
func_180644_h,getRenderColor,0,
func_180645_a,randomTick,2,"Called randomly when setTickRandomly is set to true (used by e.g. crops to grow, etc.)"
func_180646_a,getSelectedBoundingBox,0,
func_180647_a,getPlayerRelativeBlockHardness,2,Get the hardness of this Block relative to the ability of the given player
func_180648_a,onBlockEventReceived,2,Called on both Client and Server when World#addBlockEvent is called
func_180649_a,onBlockClicked,2,
func_180650_b,updateTick,2,
func_180651_a,damageDropped,2,Get the damage value that this Block should drop
func_180652_a,onBlockDestroyedByExplosion,2,Called when this Block is destroyed by an Explosion
func_180653_a,dropBlockAsItemWithChance,2,"Spawns this Block's drops into the World as EntityItems.\n \n@param chance The chance that each Item is actually spawned (1.0 = always, 0.0 = never)\n@param fortune The player's fortune level"
func_180654_a,setBlockBoundsBasedOnState,2,
func_180655_c,randomDisplayTick,0,
func_180656_a,isProvidingWeakPower,2,
func_180657_a,harvestBlock,2,
func_180658_a,onFallenUpon,2,Block's chance to react to a living entity falling on it.\n \n@param fallDistance The distance the entity has fallen before landing
func_180659_g,getMapColor,2,Get the MapColor for this Block and the given BlockState
func_180660_a,getItemDropped,2,Get the Item that this Block should drop when harvested.\n \n@param fortune the level of the Fortune enchantment on the player's tool
func_180661_e,createBlockState,2,
func_180662_a,colorMultiplier,0,
func_180663_b,breakBlock,2,
func_180664_k,getBlockLayer,0,
func_180665_b,getItem,0,
func_180666_a,updateState,2,Updates the pressure plate when stepped on
func_180667_a,getSensitiveAABB,2,Returns the cubic AABB inset by 1/8 on all sides
func_180669_e,computeRedstoneStrength,2,
func_180670_a,canUseBonemeal,2,
func_180671_f,canBlockStay,2,
func_180672_a,getGrowthChance,2,
func_180673_e,trySpawnGolem,2,
func_180674_e,getPoweredState,2,
func_180675_k,getUnpoweredState,2,
func_180676_d,getLockableContainer,2,
func_180677_d,updatePower,2,
func_180678_e,dropRecord,2,
func_180679_a,checkWitherSpawn,2,
func_180680_f,checkForArrows,2,
func_180681_d,updateBlockBounds,2,
func_180682_b,eatCake,2,
func_180683_d,checkFall,2,
func_180684_e,teleport,2,
func_180685_d,canFallInto,2,
func_180686_a,setFireInfo,2,
func_180687_h,getFlowVector,2,
func_180688_d,triggerMixEffects,2,
func_180689_a,getFlowDirection,0,
func_180690_f,placeStaticBlock,2,
func_180691_e,spawnParticles,2,
func_180692_a,explode,2,
func_180693_d,setBounds,2,
func_180695_a,getFacingFromEntity,2,
func_180696_a,canPush,2,
func_180697_b,findRailAt,2,
func_180699_d,getBlockPos,2,
func_180706_b,getClosestStrongholdPos,2,
func_180708_a,writeGameProfile,2,Writes a GameProfile to an NBTTagCompound.\n \n@param tagCompound The NBTTagCompound to write the GameProfile to.\n@param profile The game profile you are saving.
func_180709_b,generate,2,
func_180714_a,writeString,2,
func_180724_a,handle,2,
func_180734_a,process,2,
func_180735_b,getBufferData,0,
func_180740_a,handleParticles,2,Tells the given net handler to handle this packet.
func_180756_a,processPacket,2,
func_180757_a,processPacket,2,
func_180759_a,processPacket,2,
func_180760_b,getBufferData,2,
func_180761_a,processPacket,2,
func_180762_c,getStatus,2,
func_180763_a,processPacket,2,
func_180764_b,getAction,2,
func_180765_a,processPacket,2,
func_180766_a,processPacket,2,
func_180767_a,handle,2,
func_180768_b,getLines,2,
func_180769_a,processPacket,2,
func_180770_a,handle,2,
func_180771_a,processPacket,2,
func_180772_a,processPacket,2,
func_180773_a,processPacket,2,
func_180774_a,processPacket,2,
func_180775_a,processPacket,2,
func_180781_a,initializeAllBiomeGenerators,2,
func_180783_e,setDifficultyLocked,2,
func_180784_a,onBlockClicked,2,"If not creative, it calls sendBlockBreakProgress until the block is broken first. tryHarvestBlock can also be the result of this call.\n \n@param pos The block's coordinates\n@param side The specific side that is being hit"
func_180785_a,blockRemoving,2,
func_180786_a,getBlockAtEntityViewpoint,0,
func_180789_a,setIndependent,2,
func_180790_a,drawEntry,0,
func_180791_a,drawSlot,0,
func_180793_a,affectEntity,2,
func_180798_a,renderDebugInfoLeft,0,
func_180799_ab,isInLava,2,
func_70000_a,addServerStatsToSnooper,2,
func_70001_b,addServerTypeToSnooper,2,
func_70002_Q,isSnooperEnabled,2,Returns whether snooping is enabled or not.
func_70003_b,canUseCommand,2,Returns true if the CommandSender may execute the given command\n \n@param permLevel The permission level required to execute the command\n@param commandName The name of the command
func_70005_c_,getName,2,"Gets the name of this command sender (usually username, but possibly ""Rcon"")"
func_70007_b,resetLog,1,Clears the RCon log
func_70008_c,getLogContents,1,Gets the contents of the RCon log
func_70011_f,getDistance,2,"Gets the distance to the position. Args: x, y, z"
func_70012_b,setLocationAndAngles,2,Sets the location and Yaw/Pitch of an entity in the world
func_70013_c,getBrightness,2,Gets how bright this entity is.
func_70014_b,writeEntityToNBT,2,(abstract) Protected helper method to write subclass entity data to NBT.
func_70015_d,setFire,2,"Sets entity to burn for x amount of seconds, cannot lower amount of existing fire."
func_70016_h,setVelocity,0,"Sets the velocity to the args. Args: x, y, z"
func_70018_K,setBeenAttacked,2,Sets that this entity has been attacked.
func_70019_c,setEating,2,
func_70020_e,readFromNBT,2,Reads the entity from NBT (calls an abstract helper method to read specialized data)
func_70021_al,getParts,2,Return the Entity parts making up this Entity (currently only for dragons)
func_70022_Q,getEntityString,2,Returns the string that identifies this Entity's class
func_70024_g,addVelocity,2,"Adds to the current velocity of the entity. Args: x, y, z"
func_70026_G,isWet,2,Checks if this entity is either in water or on an open air block in rain (used in wolves).
func_70027_ad,isBurning,2,Returns true if the entity is on fire. Used by render to add the fire effect on rendering.
func_70028_i,isEntityEqual,2,Returns true if Entity argument is equal to this Entity
func_70029_a,setWorld,2,Sets the reference to the World object.
func_70030_z,onEntityUpdate,2,Gets called every tick from main Entity class
func_70031_b,setSprinting,2,Set sprinting switch for Entity.
func_70032_d,getDistanceToEntity,2,Returns the distance to the entity. Args: entity
func_70033_W,getYOffset,2,Returns the Y Offset of this entity.
func_70034_d,setRotationYawHead,2,Sets the head's yaw rotation of the entity.
func_70035_c,getInventory,2,returns the inventory of this entity (only used in EntityPlayerMP it seems)
func_70037_a,readEntityFromNBT,2,(abstract) Protected helper method to read subclass entity data from NBT.
func_70038_c,isOffsetPositionInLiquid,2,"Checks if the offset position from the entity's current position is inside of liquid. Args: x, y, z"
func_70039_c,writeToNBTOptional,2,"Either write this entity to the NBT tag given and return true, or return false without doing anything. If this returns false the entity is not saved on disk. Ridden entities return false here as they are saved with their rider."
func_70040_Z,getLookVec,2,returns a (normalized) vector of where this entity is looking
func_70041_e_,canTriggerWalking,2,returns if this entity triggers Block.onEntityWalking on the blocks they walk on. used for spiders and wolves to prevent them from trampling crops
func_70042_X,getMountedYOffset,2,Returns the Y offset from the entity's position for any entity riding this one.
func_70043_V,updateRiderPosition,2,
func_70044_A,setOnFireFromLava,2,Called whenever the entity is walking inside of lava.
func_70045_F,isImmuneToFire,2,
func_70046_E,getBoundingBox,2,returns the bounding box for this entity
func_70047_e,getEyeHeight,2,
func_70049_a,newFloatNBTList,2,Returns a new NBTTagList filled with the specified floats
func_70050_g,setAir,2,
func_70051_ag,isSprinting,2,Get if the Entity is sprinting.
func_70052_a,setFlag,2,"Enable or disable a entity flag, see getEntityFlag to read the know flags."
func_70055_a,isInsideOfMaterial,2,Checks if the current block the entity is within of the specified material type
func_70057_ab,performHurtAnimation,0,Setups the entity to do the hurt animation. Only used by packets in multiplayer.
func_70058_J,handleLavaMovement,2,Whether or not the current entity is in lava
func_70060_a,moveFlying,2,Used in both water and by flying objects
func_70062_b,setCurrentItemOrArmor,2,"Sets the held item, or an armor slot. Slot 0 is held item. Slot 1-4 is armor. Params: Item, slot"
func_70063_aa,setInPortal,2,Called by portal blocks when an entity is within it.
func_70065_x,preparePlayerToSpawn,0,Keeps moving the entity up so it isn't colliding with blocks and other requirements for this entity to be spawned (only actually used on players though its also on Entity)
func_70066_B,extinguish,2,Removes fire from entity.
func_70067_L,canBeCollidedWith,2,Returns true if other Entities should be prevented from moving through this Entity.
func_70068_e,getDistanceSqToEntity,2,Returns the squared distance to the entity. Args: entity
func_70070_b,getBrightnessForRender,0,
func_70071_h_,onUpdate,2,Called to update the entity's position/logic.
func_70072_I,handleWaterMovement,2,Returns if this entity is in water and will end up adding the waters velocity to the entity
func_70074_a,onKillEntity,2,This method gets called when the entity kills another one.
func_70075_an,canAttackWithItem,2,"If returns false, the item will not inflict any damage against entities."
func_70076_C,kill,2,sets the dead flag. Used when you fall off the bottom of the world.
func_70077_a,onStruckByLightning,2,Called when a lightning bolt hits the entity.
func_70078_a,mountEntity,2,"Called when a player mounts an entity. e.g. mounts a pig, mounts a boat."
func_70079_am,getRotationYawHead,2,
func_70080_a,setPositionAndRotation,2,Sets the entity's position and rotation.
func_70081_e,dealFireDamage,2,Will deal the specified amount of damage to the entity if the entity isn't immune to fire damage. Args: amountDamage
func_70082_c,setAngles,0,Adds 15% to the entity's yaw and subtracts 15% from the pitch. Clamps pitch from -90 to 90. Both arguments in degrees.
func_70083_f,getFlag,2,Returns true if the flag is active for the entity. Known flags: 0) is burning; 1) is sneaking; 2) is riding something; 3) is sprinting; 4) is eating
func_70084_c,addToPlayerScore,2,"Adds a value to the player score. Currently not actually used and the entity passed in does nothing. Args: entity, scoreToAdd"
func_70085_c,interact,2,"Called when a player interacts with a mob. e.g. gets milk from a cow, gets into the saddle on a pig."
func_70086_ai,getAir,2,
func_70087_a,newDoubleNBTList,2,creates a NBT list from the array of doubles passed to this function
func_70088_a,entityInit,2,
func_70089_S,isEntityAlive,2,Checks whether target entity is alive.
func_70090_H,isInWater,2,Checks if this entity is inside water (if inWater field is true as a result of handleWaterMovement() returning true)
func_70091_d,moveEntity,2,"Tries to moves the entity by the passed in displacement. Args: x, y, z"
func_70092_e,getDistanceSq,2,"Gets the squared distance to the position. Args: x, y, z"
func_70093_af,isSneaking,2,Returns if this entity is sneaking.
func_70094_T,isEntityInsideOpaqueBlock,2,Checks if this entity is inside of an opaque block
func_70095_a,setSneaking,2,Sets the sneaking flag.
func_70096_w,getDataWatcher,2,
func_70097_a,attackEntityFrom,2,Called when the entity is attacked.
func_70098_U,updateRidden,2,Handles updating while being ridden by an entity
func_70099_a,entityDropItem,2,Drops an item at the position of the entity.
func_70100_b_,onCollideWithPlayer,2,Called by a player entity when they collide with an entity
func_70101_b,setRotation,2,"Sets the rotation of the entity. Args: yaw, pitch (both in degrees)"
func_70103_a,handleHealthUpdate,0,
func_70104_M,canBePushed,2,Returns true if this entity should push and be pushed by other entities when colliding.
func_70105_a,setSize,2,"Sets the width and height of the entity. Args: width, height"
func_70106_y,setDead,2,Will get destroyed next tick.
func_70107_b,setPosition,2,"Sets the x,y,z of the entity from the given parameters. Also seems to set up a bounding box."
func_70108_f,applyEntityCollision,2,Applies a velocity to each of the entities pushing them away from each other. Args: entity
func_70109_d,writeToNBT,2,Save the entity to NBT (calls an abstract helper method to write extra data)
func_70110_aj,setInWeb,2,Sets the Entity inside a web block.
func_70111_Y,getCollisionBorderSize,2,
func_70112_a,isInRangeToRenderDist,0,Checks if the entity is in range to render by using the past in distance and comparing it to its average edge length * 64 * renderDistanceWeight Args: distance
func_70113_ah,isEating,0,
func_70114_g,getCollisionBox,2,"Returns a boundingBox used to collide the entity with other entities and blocks. This enables the entity to be pushable on contact, like boats or minecarts."
func_70115_ae,isRiding,2,"Returns true if the entity is riding another entity, used by render to rotate the legs to be in 'sit' position for players."
func_70182_d,getVelocity,2,
func_70183_g,getInaccuracy,2,
func_70184_a,onImpact,2,Called when this EntityThrowable hits a block or entity.
func_70185_h,getGravityVelocity,2,Gets the amount of gravity to apply to the thrown entity with each tick.
func_70186_c,setThrowableHeading,2,"Similar to setArrowHeading, it's point the throwable entity to a x, y, z direction.\n \n@param inaccuracy Higher means more error."
func_70196_i,getPotionDamage,2,Returns the damage value of the thrown potion that this EntityPotion represents.
func_70227_a,onImpact,2,Called when this EntityFireball hits a block or entity.
func_70239_b,setDamage,2,
func_70240_a,setKnockbackStrength,2,Sets the amount of knockback the arrow applies when it hits a mob.
func_70241_g,getIsCritical,2,Whether the arrow has a stream of critical hit particles flying behind it.
func_70242_d,getDamage,2,
func_70243_d,setIsCritical,2,Whether the arrow has a stream of critical hit particles flying behind it.
func_70265_b,setTimeSinceHit,2,Sets the time to count down from since the last time entity was hit.
func_70266_a,setDamageTaken,2,Sets the damage taken from the last hit.
func_70267_i,getForwardDirection,2,Gets the forward direction of the entity.
func_70268_h,getTimeSinceHit,2,Gets the time since the last hit.
func_70269_c,setForwardDirection,2,Sets the forward direction of the entity.
func_70270_d,setIsBoatEmpty,0,true if no player in boat
func_70271_g,getDamageTaken,2,Gets the damage taken from the last hit.
func_70288_d,setAgeToCreativeDespawnTime,2,sets the age of the item so that it'll despawn one minute after it has been dropped (instead of five). Used when items are dropped from players in creative mode
func_70289_a,combineItems,2,Tries to merge this item with the item passed as the parameter. Returns true if successful. Either this item or the other item will  be removed from the world.
func_70296_d,markDirty,2,"For tile entities, ensures the chunk containing the tile entity is saved to disk later - the game won't think it hasn't changed and skip it."
func_70297_j_,getInventoryStackLimit,2,"Returns the maximum stack size for a inventory slot. Seems to always be 64, possibly will be extended. *Isn't this more of a set than a get?*"
func_70298_a,decrStackSize,2,Removes from an inventory slot (first arg) up to a specified number (second arg) of items and returns them in a new stack.
func_70299_a,setInventorySlotContents,2,Sets the given item stack to the specified slot in the inventory (can be crafting or armor sections).
func_70300_a,isUseableByPlayer,2,Do not make give this method the name canInteractWith because it clashes with Container
func_70301_a,getStackInSlot,2,Returns the stack in slot i
func_70302_i_,getSizeInventory,2,Returns the number of slots in the inventory.
func_70304_b,getStackInSlotOnClosing,2,"When some containers are closed they call this on each slot, then drop whatever it returns as an EntityItem - like when you close a workbench GUI."
func_70429_k,decrementAnimations,2,Decrement the number of animations remaining. Only called on client side. This is used to handle the animation of receiving a block.
func_70430_l,getTotalArmorValue,2,"Based on the damage values and maximum damage values of each armor item, returns the current armor value."
func_70431_c,hasItemStack,2,Returns true if the specified ItemStack exists in the inventory.
func_70432_d,storeItemStack,2,stores an itemstack in the users inventory
func_70436_m,dropAllItems,2,Drop all armor and main inventory items.
func_70437_b,setItemStack,2,"Set the stack helds by mouse, used in GUI/Container"
func_70440_f,armorItemInSlot,2,returns a player armor item (as itemstack) contained in specified armor slot.
func_70441_a,addItemStackToInventory,2,"Adds the item stack to the inventory, returns false if it is impossible."
func_70442_a,writeToNBT,2,"Writes the inventory out as a list of compound tags. This is where the slot indices are used (+100 for armor, +80 for crafting)."
func_70443_b,readFromNBT,2,Reads from the given tag list and fills the slots in the inventory with the correct items.
func_70445_o,getItemStack,2,"Stack helds by mouse, used in GUI and Containers"
func_70447_i,getFirstEmptyStack,2,Returns the first item stack that is empty.
func_70448_g,getCurrentItem,2,Returns the item stack currently held by the player.
func_70449_g,damageArmor,2,Damages armor in each slot by the specified amount.
func_70451_h,getHotbarSize,2,Get the size of the player hotbar inventory
func_70452_e,storePartialItemStack,2,This function stores as many items of an ItemStack as possible in a matching slot and returns the quantity of left over items.
func_70453_c,changeCurrentItem,0,Switch the current item to the next one or the previous one
func_70455_b,copyInventory,2,Copy the ItemStack contents from another InventoryPlayer instance
func_70463_b,getStackInRowAndColumn,2,"Returns the itemstack in the slot specified (Top left is 0, 0). Args: row, column"
func_70468_h,getCurrentRecipe,2,
func_70469_d,inventoryResetNeededOnSlotChange,2,"if par1 slot has changed, does resetRecipeAndSlots need to be called?"
func_70470_g,resetRecipeAndSlots,2,
func_70471_c,setCurrentRecipeIndex,2,
func_70486_a,loadInventoryFromNBT,2,
func_70487_g,saveInventoryToNBT,2,
func_70491_i,getDamage,2,Gets the current amount of damage the minecart has taken. Decreases over time. The cart breaks when this is over 40.
func_70492_c,setDamage,2,Sets the current amount of damage the minecart has taken. Decreases over time. The cart breaks when this is over 40.
func_70493_k,getRollingDirection,2,Gets the rolling direction the cart rolls while being attacked. Can be 1 or -1.
func_70494_i,setRollingDirection,2,Sets the rolling direction the cart rolls while being attacked. Can be 1 or -1.
func_70496_j,getRollingAmplitude,2,Gets the rolling amplitude the cart rolls while being attacked.
func_70497_h,setRollingAmplitude,2,Sets the rolling amplitude the cart rolls while being attacked.
func_70515_d,explode,2,
func_70518_d,onValidSurface,2,checks to make sure painting can be placed there
func_70526_d,getXpValue,2,Returns the XP value of this XP orb.
func_70527_a,getXPSplit,2,Get a fragment of the maximum experience points value for the supplied value of experience points value.\n \n@param expValue The experience value to fragment
func_70528_g,getTextureByXP,0,Returns a number from 1 to 10 based on how much XP this orb is worth. This is used by RenderXPOrb to determine what texture to use.
func_70534_d,getRedColorF,0,
func_70535_g,getBlueColorF,0,
func_70536_a,setParticleTextureIndex,0,Public method to set private field particleTextureIndex.
func_70537_b,getFXLayer,0,
func_70538_b,setRBGColorF,0,
func_70541_f,multipleParticleScaleBy,0,
func_70542_f,getGreenColorF,0,
func_70543_e,multiplyVelocity,0,
func_70589_b,setBaseSpellTextureIndex,0,Sets the base spell texture index
func_70599_aP,getSoundVolume,2,Returns the volume for the sounds this mob makes.
func_70601_bi,getCanSpawnHere,2,Checks if the entity's current position is a valid location to spawn this entity.
func_70603_bj,getRenderSizeModifier,0,Returns render size modifier
func_70604_c,setRevengeTarget,2,
func_70605_aq,getMoveHelper,2,
func_70606_j,setHealth,2,
func_70608_bn,isPlayerSleeping,2,Returns whether player is sleeping or not
func_70609_aI,onDeathUpdate,2,"handles entity death timer, experience orb and particle creation"
func_70610_aX,isMovementBlocked,2,Dead and sleeping entities cannot move
func_70612_e,moveEntityWithHeading,2,"Moves the entity based on the specified heading.  Args: strafe, forward"
func_70613_aW,isServerWorld,2,Returns whether the entity is in a server world
func_70615_aA,eatGrassBonus,2,This function applies the benefits of growing back wool and faster growing up to the acting entity. (This function is used in the AIEatGrass)
func_70617_f_,isOnLadder,2,"returns true if this entity is by a ladder, false otherwise"
func_70618_n,removePotionEffectClient,0,Remove the speified potion effect from this entity.
func_70619_bc,updateAITasks,2,
func_70621_aR,getHurtSound,2,Returns the sound this mob makes when it is hurt.
func_70623_bb,despawnEntity,2,Makes the entity despawn if requirements are reached
func_70624_b,setAttackTarget,2,Sets the active target the Task system uses for tracking
func_70625_a,faceEntity,2,Changes pitch and yaw so that the entity calling the function is facing the entity provided as an argument.
func_70626_be,updateEntityActionState,2,
func_70627_aG,getTalkInterval,2,"Get number of ticks, at least during which the living entity will be silent."
func_70628_a,dropFewItems,2,Drop 0-2 items of this living's type
func_70629_bd,updateAITick,2,"main AI tick function, replaces updateEntityActionState"
func_70631_g_,isChild,2,"If Animal, checks if the age timer is negative"
func_70632_aY,isBlocking,2,
func_70634_a,setPositionAndUpdate,2,Sets the position of the entity and updates the 'last' variables
